"﻿Breed","Citysize","Gender","Neutralization","Age","Weight","Color","Adoption","Disease","Behavior","B_D"
"Mix","Small City","Female","No",2,4,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,4.45,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,1,"White&Black","No","No","Neutral","NeuNo"
"Toy","Medium City","Male","Yes",5,3.7,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Male","No",1,1.6,"Black&White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",3,15,"Brown","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Male","No",5,8,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,2.1,"Black&White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",3,7,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",3,4,"Black&Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,5.4,"Black&White&Brown","No","No","Negative","NegNo"
"Mix","Big City","Male","No",2,12,"Etc","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,11.6,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",6,15,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","Yes",13,6.5,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Female","No",4,10,"Black","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,1.7,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,4,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,20,"White","Yes","Yes","Negative","NegYes"
"Miscellaneous","Small City","Female","No",4,20,"White","Yes","No","Positive","PosNo"
"Working","Big City","Male","No",13,5,"White&Black","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",5,9,"Black&Brown","No","Yes","Negative","NegYes"
"Toy","Medium City","Female","No",3,1.5,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",4,10,"Brown","No","No","Negative","NegNo"
"Miscellaneous","Medium City","Male","No",3,25,"White","Yes","Yes","Neutral","NeuYes"
"Mix","Big City","Male","No",1,14,"White&Black","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",4,23.6,"Etc","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","Yes",2,7.3,"Brown","No","No","Neutral","NeuNo"
"Terrier","Medium City","Female","No",2,8.5,"Etc","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",5,5.5,"White","Yes","Yes","Negative","NegYes"
"Mix","Big City","Female","No",2,4,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,17,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",2,13,"White&Black","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",6,4,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",1,4,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,4.6,"Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",1,2.8,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",1,2,"Black&Brown","No","No","Positive","PosNo"
"Herding","Small City","Male","No",5,18,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2.8,"White&Black","No","Yes","Neutral","NeuYes"
"Non-Sporting","Small City","Male","No",5,2.7,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,4,"Black&White&Brown","No","No","Neutral","NeuNo"
"Herding","Big City","Female","No",9,20,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,15,"Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,4,"White","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",5,7,"Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",3,6.58,"White","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",2,5,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,9.1,"Black&White&Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",1,7.86,"White","No","Yes","Neutral","NeuYes"
"Non-Sporting","Medium City","Male","No",3,13.4,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.8,"Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",2,5.7,"White&Brown","No","Yes","Negative","NegYes"
"Toy","Small City","Female","No",2,2.3,"White&Black","No","Yes","Negative","NegYes"
"Non-Sporting","Metropolis","Male","No",7,2.7,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",4,17,"Black&White&Brown","No","Yes","Negative","NegYes"
"Miscellaneous","Big City","Male","Yes",1,4.7,"White","Yes","No","Neutral","NeuNo"
"Herding","Small City","Female","No",4,10,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,3.3,"White","No","Yes","Negative","NegYes"
"Toy","Big City","Male","Yes",3,4,"White","Yes","No","Negative","NegNo"
"Mix","Big City","Female","No",1,1.5,"White&Brown","No","No","Negative","NegNo"
"Mix","Metropolis","Female","No",9,2.1,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",5,6.5,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,13,"White","Yes","No","Positive","PosNo"
"Miscellaneous","Big City","Male","No",3,5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,23,"White","No","Yes","Negative","NegYes"
"Toy","Big City","Male","Yes",4,4.7,"White","Yes","Yes","Negative","NegYes"
"Mix","Small City","Male","No",4,5,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1.4,"Black&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",1,1.2,"White&Black","No","No","Positive","PosNo"
"Terrier","Big City","Female","No",6,2.5,"Black&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,2,"Etc","No","No","Negative","NegNo"
"Mix","Small City","Male","No",2,2,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,10.2,"White","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,2,"White&Black","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,5.75,"White","No","No","Positive","PosNo"
"Non-Sporting","Big City","Female","No",10,4,"White","Yes","Yes","Neutral","NeuYes"
"Mix","Metropolis","Male","No",2,2.3,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,1.5,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",3,4.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,3,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",4,5.3,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,2.3,"White","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",6,13,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,17,"White&Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,23,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3,"Etc","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,4,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,6,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",3,28,"White","Yes","No","Negative","NegNo"
"Miscellaneous","Small City","Male","No",5,17.3,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,3.8,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,15,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,4.01,"Etc","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.3,"White","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",1,4.7,"Black&White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,1.5,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",2,5,"White","Yes","No","Positive","PosNo"
"Mix","Metropolis","Male","No",1,5.9,"White","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",1,9,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1,"White","Yes","No","Negative","NegNo"
"Mix","Small City","Male","No",3,8,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,5,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",1,2,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,7.1,"Black&White&Brown","No","No","Negative","NegNo"
"Toy","Medium City","Female","No",4,1.8,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,6.8,"White&Brown","No","No","Negative","NegNo"
"Hound","Small City","Female","No",4,20,"Etc","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",5,20,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","No",6,7,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",8,12,"White&Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2.4,"Black&White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",7,11,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Big City","Female","No",4,4,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,1.2,"Black","No","No","Positive","PosNo"
"Mix","Big City","Male","No",2,6,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",2,4,"White&Black","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,1.9,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,3.2,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,3,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,0.9,"White&Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,5,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,13,"Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","No",6,4.2,"Brown","No","Yes","Neutral","NeuYes"
"Sporting","Medium City","Female","No",3,10,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Big City","Female","No",1,3,"White","Yes","Yes","Negative","NegYes"
"Toy","Metropolis","Female","No",2,3.5,"White","Yes","No","Positive","PosNo"
"Working","Medium City","Female","No",2,23,"White&Black","Yes","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Female","No",2,12,"White","No","Yes","Negative","NegYes"
"Sporting","Medium City","Female","No",2,21,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",7,3.2,"White&Black","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",6,4,"White","Yes","No","Negative","NegNo"
"Mix","Big City","Female","No",1,0.3,"Black&Brown","No","Yes","Negative","NegYes"
"Non-Sporting","Big City","Male","No",4,4.2,"Black","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",1,1.3,"White","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,6,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",2,12,"White","No","No","Positive","PosNo"
"Sporting","Small City","Male","No",4,35,"Brown","Yes","No","Positive","PosNo"
"Toy","Big City","Male","No",2,2.5,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",4,4,"Black&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,10.2,"Black&White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",3,2.5,"White&Brown","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Male","No",2,3,"Brown","Yes","Yes","Negative","NegYes"
"Non-Sporting","Small City","Male","No",4,3,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,3.4,"White","Yes","No","Positive","PosNo"
"Toy","Big City","Male","Yes",11,5,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",3,6.5,"White","No","No","Positive","PosNo"
"Toy","Small City","Female","No",5,5,"White","No","No","Neutral","NeuNo"
"Mix","Small City","Male","No",5,5,"White&Brown","No","No","Positive","PosNo"
"Mix","Small City","Female","No",1,5.6,"White","No","No","Positive","PosNo"
"Toy","Big City","Male","Yes",9,5,"White&Black","Yes","No","Neutral","NeuNo"
"Mix","Small City","Female","No",2,2,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",5,7.1,"Brown","No","No","Neutral","NeuNo"
"Non-Sporting","Small City","Male","No",5,5,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,9.3,"Black&White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",3,12,"White","No","No","Negative","NegNo"
"Mix","Small City","Female","No",3,7,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,1,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",5,6,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","Yes",2,10,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,15,"Black&Brown","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Male","No",4,4,"Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",1,0.3,"White","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","No",4,6,"White","No","No","Positive","PosNo"
"Mix","Metropolis","Female","No",1,1.6,"White&Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",5,17.2,"Etc","No","No","Negative","NegNo"
"Miscellaneous","Small City","Female","No",6,18,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,4,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,18,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.5,"White&Black","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",3,6,"Black","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,4.5,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",6,7,"Brown","No","Yes","Negative","NegYes"
"Hound","Medium City","Male","No",6,5,"Black&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,19,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2.2,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,1.34,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2.5,"Black&White&Brown","No","No","Neutral","NeuNo"
"Toy","Medium City","Male","No",2,2.8,"White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Metropolis","Male","No",1,3,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,3,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,8.3,"Brown","No","No","Positive","PosNo"
"Toy","Metropolis","Male","Yes",8,3.7,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",5,10,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,11,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,15,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3.4,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,13,"White","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,2.5,"White&Black","No","No","Negative","NegNo"
"Mix","Big City","Female","No",4,5,"White","No","No","Negative","NegNo"
"Mix","Small City","Female","No",2,4.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.8,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,1.3,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,10,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",4,4,"White&Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",4,30,"Black","No","No","Negative","NegNo"
"Miscellaneous","Medium City","Male","No",3,22,"Black&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,1.2,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,6.32,"Etc","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.5,"White&Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,20,"White&Brown","No","Yes","Negative","NegYes"
"Toy","Small City","Male","No",4,5.8,"White","Yes","Yes","Negative","NegYes"
"Mix","Small City","Female","No",5,6,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,9.2,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","Yes",4,6.3,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Metropolis","Male","No",1,1.2,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,4,"White","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",8,20,"Black","Yes","Yes","Negative","NegYes"
"Mix","Small City","Male","No",1,3,"Brown","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",2,1,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",2,2.5,"White","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",4,3.5,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,5,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","Yes",2,5,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",3,5,"White","Yes","No","Negative","NegNo"
"Toy","Medium City","Male","No",10,3.2,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",2,16,"Brown","No","No","Negative","NegNo"
